# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,year,k_value
32,approach0,0: Conjoined OLS Fit,1961,-0.0026210854041622475
33,approach0,0: Conjoined OLS Fit,1961,-0.003041733722516239
34,approach0,0: Conjoined OLS Fit,1961,-0.013136209600450005
35,approach0,0: Conjoined OLS Fit,1961,-0.012069512432528207
36,approach0,0: Conjoined OLS Fit,1961,-0.00013072687733489772
37,approach0,0: Conjoined OLS Fit,1961,-0.0029251519622521815
38,approach0,0: Conjoined OLS Fit,1961,-0.001587372230693513
39,approach0,0: Conjoined OLS Fit,1961,-0.004074036573532322
40,approach0,0: Conjoined OLS Fit,1961,0.002715983041822183
41,approach0,0: Conjoined OLS Fit,1961,0.001563428289455781
42,approach0,0: Conjoined OLS Fit,1961,-0.0013833786350396157
43,approach0,0: Conjoined OLS Fit,1961,-0.0009188594035228481
44,approach0,0: Conjoined OLS Fit,1961,-0.008021793559373325
45,approach0,0: Conjoined OLS Fit,1961,-0.0001815089257412002
46,approach0,0: Conjoined OLS Fit,1961,-0.002893644310421861
47,approach0,0: Conjoined OLS Fit,1961,-0.0012489514824235316
48,approach0,0: Conjoined OLS Fit,1961,0.002793307003018677
49,approach0,0: Conjoined OLS Fit,1961,-0.0036196354059788854
0,approach0,0: Conjoined OLS Fit,1962,0.003878124430885854
1,approach0,0: Conjoined OLS Fit,1962,-0.002324457495308095
2,approach0,0: Conjoined OLS Fit,1962,0.010784768147581295
3,approach0,0: Conjoined OLS Fit,1962,0.003850734767986414
4,approach0,0: Conjoined OLS Fit,1962,0.0061195071853171815
5,approach0,0: Conjoined OLS Fit,1962,0.0030526537782146895
6,approach0,0: Conjoined OLS Fit,1962,0.008475965642773385
7,approach0,0: Conjoined OLS Fit,1962,0.0007953081436738035
8,approach0,0: Conjoined OLS Fit,1962,0.0049640769641141474
9,approach0,0: Conjoined OLS Fit,1962,0.006540224515563329
10,approach0,0: Conjoined OLS Fit,1962,0.00318897518349225
11,approach0,0: Conjoined OLS Fit,1962,0.007930931250728943
12,approach0,0: Conjoined OLS Fit,1962,0.002379047193500936
13,approach0,0: Conjoined OLS Fit,1962,0.007846509106021842
14,approach0,0: Conjoined OLS Fit,1962,0.0037432729611172662
15,approach0,0: Conjoined OLS Fit,1962,0.0018883096496001076
16,approach0,0: Conjoined OLS Fit,1962,0.001360476451083635
17,approach0,0: Conjoined OLS Fit,1962,0.0016299215955433294
18,approach0,0: Conjoined OLS Fit,1962,0.005494666972194612
19,approach0,0: Conjoined OLS Fit,1962,0.0035598719212199185
20,approach0,0: Conjoined OLS Fit,1962,0.00231921095473267
21,approach0,0: Conjoined OLS Fit,1962,0.004237239309543929
22,approach0,0: Conjoined OLS Fit,1962,0.0026759897083127072
23,approach0,0: Conjoined OLS Fit,1962,0.007761450541247619
24,approach0,0: Conjoined OLS Fit,1962,0.0005062673650093712
25,approach0,0: Conjoined OLS Fit,1962,-0.0011052200213191275
26,approach0,0: Conjoined OLS Fit,1962,-0.0008260324790613375
27,approach0,0: Conjoined OLS Fit,1962,0.007799681540454299
28,approach0,0: Conjoined OLS Fit,1962,0.004964057566886004
29,approach0,0: Conjoined OLS Fit,1962,-0.0016458170925318857
30,approach0,0: Conjoined OLS Fit,1962,-0.0016596163049589843
31,approach0,0: Conjoined OLS Fit,1962,-0.003175800126877862
32,approach0,0: Conjoined OLS Fit,1962,0.0032931288136490884
33,approach0,0: Conjoined OLS Fit,1962,0.0012859738220662616
34,approach0,0: Conjoined OLS Fit,1962,0.007798406411603731
35,approach0,0: Conjoined OLS Fit,1962,0.009946230469815038
36,approach0,0: Conjoined OLS Fit,1962,0.007847362202573266
37,approach0,0: Conjoined OLS Fit,1962,0.007238721936998116
38,approach0,0: Conjoined OLS Fit,1962,0.014990995568720352
39,approach0,0: Conjoined OLS Fit,1962,0.008434184493970445
40,approach0,0: Conjoined OLS Fit,1962,0.0043993647912342615
41,approach0,0: Conjoined OLS Fit,1962,0.0041246155582363615
42,approach0,0: Conjoined OLS Fit,1962,-0.0011931420620931027
43,approach0,0: Conjoined OLS Fit,1962,0.0034291764529942315
44,approach0,0: Conjoined OLS Fit,1962,0.0014690099105474363
45,approach0,0: Conjoined OLS Fit,1962,0.006744331866491809
46,approach0,0: Conjoined OLS Fit,1962,0.008595613818235572
47,approach0,0: Conjoined OLS Fit,1962,0.00853444234680811
48,approach0,0: Conjoined OLS Fit,1962,0.008087290514080324
49,approach0,0: Conjoined OLS Fit,1962,-0.0059435449588412514
0,approach0,0: Conjoined OLS Fit,1963,0.00379125777987018
1,approach0,0: Conjoined OLS Fit,1963,0.013019161874327436
2,approach0,0: Conjoined OLS Fit,1963,0.005650466694201092
3,approach0,0: Conjoined OLS Fit,1963,0.0074358137837605975
4,approach0,0: Conjoined OLS Fit,1963,0.0025033601017842785
5,approach0,0: Conjoined OLS Fit,1963,0.0035898182931447323
6,approach0,0: Conjoined OLS Fit,1963,0.007328198267589854
7,approach0,0: Conjoined OLS Fit,1963,0.005127490575591727
8,approach0,0: Conjoined OLS Fit,1963,0.005627592103802176
9,approach0,0: Conjoined OLS Fit,1963,0.007832072860245096
10,approach0,0: Conjoined OLS Fit,1963,0.006208247797303919
11,approach0,0: Conjoined OLS Fit,1963,0.004604832492829135
12,approach0,0: Conjoined OLS Fit,1963,0.004048162416954481
13,approach0,0: Conjoined OLS Fit,1963,0.002808448647958983
14,approach0,0: Conjoined OLS Fit,1963,0.0007898151465695266
15,approach0,0: Conjoined OLS Fit,1963,0.008627856960839446
16,approach0,0: Conjoined OLS Fit,1963,0.005636057983957346
17,approach0,0: Conjoined OLS Fit,1963,0.007198239997367142
18,approach0,0: Conjoined OLS Fit,1963,0.0066489735953275675
19,approach0,0: Conjoined OLS Fit,1963,0.007249960804757695
20,approach0,0: Conjoined OLS Fit,1963,0.012449943426934515
21,approach0,0: Conjoined OLS Fit,1963,0.005372907310573244
22,approach0,0: Conjoined OLS Fit,1963,0.003409342983080009
23,approach0,0: Conjoined OLS Fit,1963,0.00043992569704551926
24,approach0,0: Conjoined OLS Fit,1963,0.003187194853673206
25,approach0,0: Conjoined OLS Fit,1963,0.0073343252108528205
26,approach0,0: Conjoined OLS Fit,1963,0.0006653261175211251
27,approach0,0: Conjoined OLS Fit,1963,0.005006243271061188
28,approach0,0: Conjoined OLS Fit,1963,0.009126370252272392
29,approach0,0: Conjoined OLS Fit,1963,0.010342940145770797
30,approach0,0: Conjoined OLS Fit,1963,0.005584256525547766
31,approach0,0: Conjoined OLS Fit,1963,0.021287488516047164
32,approach0,0: Conjoined OLS Fit,1963,0.009636416443627487
33,approach0,0: Conjoined OLS Fit,1963,0.008269170688807762
34,approach0,0: Conjoined OLS Fit,1963,0.010726655439338373
35,approach0,0: Conjoined OLS Fit,1963,0.0034681477363978294
36,approach0,0: Conjoined OLS Fit,1963,0.010842525311559222
37,approach0,0: Conjoined OLS Fit,1963,0.0075567679701655805
38,approach0,0: Conjoined OLS Fit,1963,0.0019024528488241557
39,approach0,0: Conjoined OLS Fit,1963,0.008392291167435256
40,approach0,0: Conjoined OLS Fit,1963,0.0082377416182444
41,approach0,0: Conjoined OLS Fit,1963,0.004817615057917314
42,approach0,0: Conjoined OLS Fit,1963,0.010621254316752045
43,approach0,0: Conjoined OLS Fit,1963,0.004903708635394632
44,approach0,0: Conjoined OLS Fit,1963,0.009452457392537236
45,approach0,0: Conjoined OLS Fit,1963,0.01497570541922477
46,approach0,0: Conjoined OLS Fit,1963,0.0050597721911820066
47,approach0,0: Conjoined OLS Fit,1963,0.0073933889983129174
48,approach0,0: Conjoined OLS Fit,1963,0.008723003881652567
49,approach0,0: Conjoined OLS Fit,1963,0.011419354826123107
0,approach0,0: Conjoined OLS Fit,1964,0.008911843953071298
1,approach0,0: Conjoined OLS Fit,1964,0.01213577950281
2,approach0,0: Conjoined OLS Fit,1964,0.012797227424072782
3,approach0,0: Conjoined OLS Fit,1964,0.002114785071912418
4,approach0,0: Conjoined OLS Fit,1964,0.013875785396110944
5,approach0,0: Conjoined OLS Fit,1964,0.018335438692433908
6,approach0,0: Conjoined OLS Fit,1964,0.017034991250545986
7,approach0,0: Conjoined OLS Fit,1964,0.014334470797022197
8,approach0,0: Conjoined OLS Fit,1964,0.016232127381181086
9,approach0,0: Conjoined OLS Fit,1964,0.009412315234800059
10,approach0,0: Conjoined OLS Fit,1964,0.014253110954391905
11,approach0,0: Conjoined OLS Fit,1964,0.010480831454555643
12,approach0,0: Conjoined OLS Fit,1964,0.009545460216721006
13,approach0,0: Conjoined OLS Fit,1964,0.015129738756394277
14,approach0,0: Conjoined OLS Fit,1964,0.009782524590616928
15,approach0,0: Conjoined OLS Fit,1964,0.016062938005470373
16,approach0,0: Conjoined OLS Fit,1964,0.00991697981521375
17,approach0,0: Conjoined OLS Fit,1964,0.011125188590929334
18,approach0,0: Conjoined OLS Fit,1964,0.006638461335520124
19,approach0,0: Conjoined OLS Fit,1964,0.011015130345369363
20,approach0,0: Conjoined OLS Fit,1964,0.006817868702398377
21,approach0,0: Conjoined OLS Fit,1964,0.005652219369312164
22,approach0,0: Conjoined OLS Fit,1964,0.01269020073279531
23,approach0,0: Conjoined OLS Fit,1964,0.018016501492657294
24,approach0,0: Conjoined OLS Fit,1964,0.012469598892967466
25,approach0,0: Conjoined OLS Fit,1964,0.014741282240005912
26,approach0,0: Conjoined OLS Fit,1964,0.01991782804347087
27,approach0,0: Conjoined OLS Fit,1964,0.010553228917731354
28,approach0,0: Conjoined OLS Fit,1964,0.016051286078899413
29,approach0,0: Conjoined OLS Fit,1964,0.012287294391458833
30,approach0,0: Conjoined OLS Fit,1964,0.010332165295002315
31,approach0,0: Conjoined OLS Fit,1964,0.021115145005813712
32,approach0,0: Conjoined OLS Fit,1964,0.012150439958791993
33,approach0,0: Conjoined OLS Fit,1964,0.007356663083956015
34,approach0,0: Conjoined OLS Fit,1964,0.019808598851875164
35,approach0,0: Conjoined OLS Fit,1964,0.010627991364293245
36,approach0,0: Conjoined OLS Fit,1964,0.016429764391077614
37,approach0,0: Conjoined OLS Fit,1964,0.016500049881201337
38,approach0,0: Conjoined OLS Fit,1964,0.015287643586342495
39,approach0,0: Conjoined OLS Fit,1964,0.01460867411436148
40,approach0,0: Conjoined OLS Fit,1964,0.011101678911703668
41,approach0,0: Conjoined OLS Fit,1964,0.015313081600719335
42,approach0,0: Conjoined OLS Fit,1964,0.011328414969056844
43,approach0,0: Conjoined OLS Fit,1964,0.014086413346120305
44,approach0,0: Conjoined OLS Fit,1964,0.01957412663695529
45,approach0,0: Conjoined OLS Fit,1964,0.012974078891596755
46,approach0,0: Conjoined OLS Fit,1964,0.01595444983257886
47,approach0,0: Conjoined OLS Fit,1964,0.013207701117349794
48,approach0,0: Conjoined OLS Fit,1964,0.016714093671829883
49,approach0,0: Conjoined OLS Fit,1964,0.018074218934819378
0,approach0,0: Conjoined OLS Fit,1965,0.006069354394743622
1,approach0,0: Conjoined OLS Fit,1965,0.0011211435004889435
2,approach0,0: Conjoined OLS Fit,1965,-7.101710511460066e-05
3,approach0,0: Conjoined OLS Fit,1965,-0.0033619843432346735
4,approach0,0: Conjoined OLS Fit,1965,-0.0005182794961689705
5,approach0,0: Conjoined OLS Fit,1965,0.002261887378715882
6,approach0,0: Conjoined OLS Fit,1965,0.003359196194946179
7,approach0,0: Conjoined OLS Fit,1965,0.0010006669409200802
8,approach0,0: Conjoined OLS Fit,1965,0.0019513786324642374
9,approach0,0: Conjoined OLS Fit,1965,0.0009178077038539505
10,approach0,0: Conjoined OLS Fit,1965,-0.00442173891145556
11,approach0,0: Conjoined OLS Fit,1965,-0.007594817201859772
12,approach0,0: Conjoined OLS Fit,1965,0.006515853475776702
13,approach0,0: Conjoined OLS Fit,1965,0.00010457257379132417
14,approach0,0: Conjoined OLS Fit,1965,0.006720230834057014
15,approach0,0: Conjoined OLS Fit,1965,0.0011965443525069897
16,approach0,0: Conjoined OLS Fit,1965,0.007252861865835552
17,approach0,0: Conjoined OLS Fit,1965,0.006128106641019315
18,approach0,0: Conjoined OLS Fit,1965,0.005650769527790686
19,approach0,0: Conjoined OLS Fit,1965,0.004779909179487703
20,approach0,0: Conjoined OLS Fit,1965,-0.00041283041933862057
21,approach0,0: Conjoined OLS Fit,1965,-0.0014147195823001335
22,approach0,0: Conjoined OLS Fit,1965,0.0043933814364798575
23,approach0,0: Conjoined OLS Fit,1965,4.5579107006116226e-05
24,approach0,0: Conjoined OLS Fit,1965,0.009670647028116864
25,approach0,0: Conjoined OLS Fit,1965,0.0044766546785568306
26,approach0,0: Conjoined OLS Fit,1965,0.003432045897160292
27,approach0,0: Conjoined OLS Fit,1965,0.005959519352218872
28,approach0,0: Conjoined OLS Fit,1965,0.005350932827159552
29,approach0,0: Conjoined OLS Fit,1965,0.0034779812186661284
30,approach0,0: Conjoined OLS Fit,1965,0.00783409442842779
31,approach0,0: Conjoined OLS Fit,1965,-0.0005818132194134566
32,approach0,0: Conjoined OLS Fit,1965,0.0010783369214313401
33,approach0,0: Conjoined OLS Fit,1965,0.0008913559002544152
34,approach0,0: Conjoined OLS Fit,1965,0.0012482158196970572
35,approach0,0: Conjoined OLS Fit,1965,0.0063507822926751785
36,approach0,0: Conjoined OLS Fit,1965,0.005894570238930263
37,approach0,0: Conjoined OLS Fit,1965,0.004005781749476649
38,approach0,0: Conjoined OLS Fit,1965,0.0005883848373877364
39,approach0,0: Conjoined OLS Fit,1965,0.013629793308507138
40,approach0,0: Conjoined OLS Fit,1965,0.0058923653229651235
41,approach0,0: Conjoined OLS Fit,1965,-0.0027412773117924324
42,approach0,0: Conjoined OLS Fit,1965,0.006591093533827461
43,approach0,0: Conjoined OLS Fit,1965,0.0035330602387210197
44,approach0,0: Conjoined OLS Fit,1965,0.007853446121266178
45,approach0,0: Conjoined OLS Fit,1965,0.0047926418094304335
46,approach0,0: Conjoined OLS Fit,1965,0.00388913387440731
47,approach0,0: Conjoined OLS Fit,1965,0.001374383964505
48,approach0,0: Conjoined OLS Fit,1965,0.0033825494151288344
49,approach0,0: Conjoined OLS Fit,1965,0.01005876795851697
0,approach0,0: Conjoined OLS Fit,1966,0.006781150964047061
1,approach0,0: Conjoined OLS Fit,1966,0.007398252107208717
2,approach0,0: Conjoined OLS Fit,1966,-0.0003537011794310929
3,approach0,0: Conjoined OLS Fit,1966,0.008413368824954125
4,approach0,0: Conjoined OLS Fit,1966,0.013438812399273733
5,approach0,0: Conjoined OLS Fit,1966,0.004822157035806858
6,approach0,0: Conjoined OLS Fit,1966,0.0056865369918798064
7,approach0,0: Conjoined OLS Fit,1966,0.008163054104734804
8,approach0,0: Conjoined OLS Fit,1966,0.00680455892708115
9,approach0,0: Conjoined OLS Fit,1966,0.0054880106005593746
10,approach0,0: Conjoined OLS Fit,1966,0.013820286087667144
11,approach0,0: Conjoined OLS Fit,1966,0.0014289430629538004
12,approach0,0: Conjoined OLS Fit,1966,0.0045066128572368806
13,approach0,0: Conjoined OLS Fit,1966,0.0035215683314630958
14,approach0,0: Conjoined OLS Fit,1966,0.00030854754381718155
15,approach0,0: Conjoined OLS Fit,1966,-0.0002850930061519194
16,approach0,0: Conjoined OLS Fit,1966,0.0021830835930542747
17,approach0,0: Conjoined OLS Fit,1966,0.0005737686867937214
18,approach0,0: Conjoined OLS Fit,1966,0.006160607465881138
19,approach0,0: Conjoined OLS Fit,1966,0.008455124390729627
20,approach0,0: Conjoined OLS Fit,1966,0.005413312695420706
21,approach0,0: Conjoined OLS Fit,1966,0.012752853773220427
22,approach0,0: Conjoined OLS Fit,1966,0.0008440663050962617
23,approach0,0: Conjoined OLS Fit,1966,0.00767855264153354
24,approach0,0: Conjoined OLS Fit,1966,0.009490281806023043
25,approach0,0: Conjoined OLS Fit,1966,-0.0016863679102866909
26,approach0,0: Conjoined OLS Fit,1966,0.004683118882888783
27,approach0,0: Conjoined OLS Fit,1966,0.002582708883499346
28,approach0,0: Conjoined OLS Fit,1966,0.0037765539614972587
29,approach0,0: Conjoined OLS Fit,1966,0.007679068585237217
30,approach0,0: Conjoined OLS Fit,1966,0.010276094734575178
31,approach0,0: Conjoined OLS Fit,1966,0.0034627252277501276
32,approach0,0: Conjoined OLS Fit,1966,0.002753450048176089
33,approach0,0: Conjoined OLS Fit,1966,-0.004285768727699014
34,approach0,0: Conjoined OLS Fit,1966,0.004576939414525832
35,approach0,0: Conjoined OLS Fit,1966,0.0032457306311969684
36,approach0,0: Conjoined OLS Fit,1966,0.00276167752091171
37,approach0,0: Conjoined OLS Fit,1966,0.00512974422838819
38,approach0,0: Conjoined OLS Fit,1966,0.010017410926524948
39,approach0,0: Conjoined OLS Fit,1966,0.007157306697352608
40,approach0,0: Conjoined OLS Fit,1966,-0.003431402199083132
41,approach0,0: Conjoined OLS Fit,1966,-0.0008714073759746657
42,approach0,0: Conjoined OLS Fit,1966,0.007308893587599695
43,approach0,0: Conjoined OLS Fit,1966,0.0017963611667177887
44,approach0,0: Conjoined OLS Fit,1966,0.0005110105141931248
45,approach0,0: Conjoined OLS Fit,1966,0.005655969600681739
46,approach0,0: Conjoined OLS Fit,1966,0.003983830507539603
47,approach0,0: Conjoined OLS Fit,1966,0.006288258187405861
48,approach0,0: Conjoined OLS Fit,1966,-0.0027397724654103853
49,approach0,0: Conjoined OLS Fit,1966,0.00548459047931206
0,approach0,0: Conjoined OLS Fit,1967,-0.008447063931909141
1,approach0,0: Conjoined OLS Fit,1967,-5.151378355400249e-05
2,approach0,0: Conjoined OLS Fit,1967,-0.0030284951550537606
3,approach0,0: Conjoined OLS Fit,1967,-0.0056024159285301845
4,approach0,0: Conjoined OLS Fit,1967,0.00753712094493909
5,approach0,0: Conjoined OLS Fit,1967,-0.003089852746835889
6,approach0,0: Conjoined OLS Fit,1967,-0.003132576714885024
7,approach0,0: Conjoined OLS Fit,1967,0.00020224889930202383
8,approach0,0: Conjoined OLS Fit,1967,-0.001624261039746111
9,approach0,0: Conjoined OLS Fit,1967,-0.006595252533480849
10,approach0,0: Conjoined OLS Fit,1967,-0.004384799096316418
11,approach0,0: Conjoined OLS Fit,1967,0.0017942292326525791
12,approach0,0: Conjoined OLS Fit,1967,-0.004016448528286373
13,approach0,0: Conjoined OLS Fit,1967,-0.0043832593522114965
14,approach0,0: Conjoined OLS Fit,1967,-0.0031747690515343445
15,approach0,0: Conjoined OLS Fit,1967,-0.005620039187506615
16,approach0,0: Conjoined OLS Fit,1967,-0.0029115151407837735
17,approach0,0: Conjoined OLS Fit,1967,-0.0052708798511937605
18,approach0,0: Conjoined OLS Fit,1967,-0.008419795744303418
19,approach0,0: Conjoined OLS Fit,1967,-0.00052986896245741
20,approach0,0: Conjoined OLS Fit,1967,-0.002412010449499011
21,approach0,0: Conjoined OLS Fit,1967,-0.006154747172833944
22,approach0,0: Conjoined OLS Fit,1967,-0.008971682189592944
23,approach0,0: Conjoined OLS Fit,1967,0.0003078887367842509
24,approach0,0: Conjoined OLS Fit,1967,-0.004554503975990484
25,approach0,0: Conjoined OLS Fit,1967,-0.006828071378863581
26,approach0,0: Conjoined OLS Fit,1967,-0.0036061080640144307
27,approach0,0: Conjoined OLS Fit,1967,-0.006030915496142118
28,approach0,0: Conjoined OLS Fit,1967,-0.004339977569343512
29,approach0,0: Conjoined OLS Fit,1967,0.005468889170665578
30,approach0,0: Conjoined OLS Fit,1967,-0.007833671748784816
31,approach0,0: Conjoined OLS Fit,1967,-0.005344580187231166
32,approach0,0: Conjoined OLS Fit,1967,0.001213674128806734
33,approach0,0: Conjoined OLS Fit,1967,0.006681253410629858
34,approach0,0: Conjoined OLS Fit,1967,-0.004712811877824963
35,approach0,0: Conjoined OLS Fit,1967,-0.003986726057979943
36,approach0,0: Conjoined OLS Fit,1967,-0.0017199489166714807
37,approach0,0: Conjoined OLS Fit,1967,-0.008290907752633272
38,approach0,0: Conjoined OLS Fit,1967,-0.008799131578602553
39,approach0,0: Conjoined OLS Fit,1967,0.0001848493454938427
40,approach0,0: Conjoined OLS Fit,1967,-0.007019563170872704
41,approach0,0: Conjoined OLS Fit,1967,-0.00842987164351012
42,approach0,0: Conjoined OLS Fit,1967,-0.006965209370392342
43,approach0,0: Conjoined OLS Fit,1967,-0.007111555244310203
44,approach0,0: Conjoined OLS Fit,1967,-0.012380661996623812
45,approach0,0: Conjoined OLS Fit,1967,0.0003469689815988287
46,approach0,0: Conjoined OLS Fit,1967,-0.010046988029296646
47,approach0,0: Conjoined OLS Fit,1967,-0.007399947631144573
48,approach0,0: Conjoined OLS Fit,1967,-0.011002602996946397
49,approach0,0: Conjoined OLS Fit,1967,-0.003310064872281457
0,approach0,0: Conjoined OLS Fit,1968,0.006073368037402459
1,approach0,0: Conjoined OLS Fit,1968,0.013006509943253126
2,approach0,0: Conjoined OLS Fit,1968,0.006320923089368803
3,approach0,0: Conjoined OLS Fit,1968,0.01446865523642141
4,approach0,0: Conjoined OLS Fit,1968,0.02136118529414985
5,approach0,0: Conjoined OLS Fit,1968,0.009299614985886787
6,approach0,0: Conjoined OLS Fit,1968,0.005521000473729942
7,approach0,0: Conjoined OLS Fit,1968,0.007268831039775207
8,approach0,0: Conjoined OLS Fit,1968,0.007024167917689658
9,approach0,0: Conjoined OLS Fit,1968,0.0009470540260077681
10,approach0,0: Conjoined OLS Fit,1968,0.004379862144846123
11,approach0,0: Conjoined OLS Fit,1968,0.012337661860377769
12,approach0,0: Conjoined OLS Fit,1968,0.0011101307579082917
13,approach0,0: Conjoined OLS Fit,1968,0.006970070115273612
14,approach0,0: Conjoined OLS Fit,1968,0.006452342143496067
15,approach0,0: Conjoined OLS Fit,1968,0.005412886850370717
16,approach0,0: Conjoined OLS Fit,1968,0.009329143061533863
17,approach0,0: Conjoined OLS Fit,1968,-0.003851010597627408
18,approach0,0: Conjoined OLS Fit,1968,0.011530965913336896
19,approach0,0: Conjoined OLS Fit,1968,0.010332288100394077
20,approach0,0: Conjoined OLS Fit,1968,0.015203369560642919
21,approach0,0: Conjoined OLS Fit,1968,0.00549757492670698
22,approach0,0: Conjoined OLS Fit,1968,0.003258498184214023
23,approach0,0: Conjoined OLS Fit,1968,0.009055382083478732
24,approach0,0: Conjoined OLS Fit,1968,0.008051248473807015
25,approach0,0: Conjoined OLS Fit,1968,0.008384027984251414
26,approach0,0: Conjoined OLS Fit,1968,0.020078391153704654
27,approach0,0: Conjoined OLS Fit,1968,0.006860434508476489
28,approach0,0: Conjoined OLS Fit,1968,0.009487776892198652
29,approach0,0: Conjoined OLS Fit,1968,0.008401305883489394
30,approach0,0: Conjoined OLS Fit,1968,0.0028738080369650277
31,approach0,0: Conjoined OLS Fit,1968,0.011457705979767845
32,approach0,0: Conjoined OLS Fit,1968,0.008063148385338104
33,approach0,0: Conjoined OLS Fit,1968,0.010579634062994999
34,approach0,0: Conjoined OLS Fit,1968,0.00853577328149005
35,approach0,0: Conjoined OLS Fit,1968,0.00772514220828039
36,approach0,0: Conjoined OLS Fit,1968,0.010462693727790982
37,approach0,0: Conjoined OLS Fit,1968,0.006244377214050715
38,approach0,0: Conjoined OLS Fit,1968,0.0015449518998178757
39,approach0,0: Conjoined OLS Fit,1968,0.008233063553957157
40,approach0,0: Conjoined OLS Fit,1968,0.003998766660286951
41,approach0,0: Conjoined OLS Fit,1968,-0.00264212361819309
42,approach0,0: Conjoined OLS Fit,1968,-0.0019139816790533712
43,approach0,0: Conjoined OLS Fit,1968,0.003692163755866687
44,approach0,0: Conjoined OLS Fit,1968,0.0017872101038794164
45,approach0,0: Conjoined OLS Fit,1968,0.006713421855796719
46,approach0,0: Conjoined OLS Fit,1968,-0.0007748203951497661
47,approach0,0: Conjoined OLS Fit,1968,0.00571617158827405
48,approach0,0: Conjoined OLS Fit,1968,0.007399118810324401
49,approach0,0: Conjoined OLS Fit,1968,0.008236931593530478
0,approach0,0: Conjoined OLS Fit,1969,0.01640899195552232
1,approach0,0: Conjoined OLS Fit,1969,0.018126851533998664
2,approach0,0: Conjoined OLS Fit,1969,0.016044964852611695
3,approach0,0: Conjoined OLS Fit,1969,0.013043838439164394
4,approach0,0: Conjoined OLS Fit,1969,0.01613508664982156
5,approach0,0: Conjoined OLS Fit,1969,0.01911253771264148
6,approach0,0: Conjoined OLS Fit,1969,0.014414444645336366
7,approach0,0: Conjoined OLS Fit,1969,0.016250530725434996
8,approach0,0: Conjoined OLS Fit,1969,0.01259679072666152
9,approach0,0: Conjoined OLS Fit,1969,0.01846657729456086
10,approach0,0: Conjoined OLS Fit,1969,0.020553200646401933
11,approach0,0: Conjoined OLS Fit,1969,0.014323079077832736
12,approach0,0: Conjoined OLS Fit,1969,0.021876436893609984
13,approach0,0: Conjoined OLS Fit,1969,0.016891080662585836
14,approach0,0: Conjoined OLS Fit,1969,0.017239803992684658
15,approach0,0: Conjoined OLS Fit,1969,0.013425223981160896
16,approach0,0: Conjoined OLS Fit,1969,0.016530506621802193
17,approach0,0: Conjoined OLS Fit,1969,0.016603832285295494
18,approach0,0: Conjoined OLS Fit,1969,0.013279766773025212
19,approach0,0: Conjoined OLS Fit,1969,0.016345811568505307
20,approach0,0: Conjoined OLS Fit,1969,0.01530325660088068
21,approach0,0: Conjoined OLS Fit,1969,0.01667765821546592
22,approach0,0: Conjoined OLS Fit,1969,0.017986969689703754
23,approach0,0: Conjoined OLS Fit,1969,0.012437645038860724
24,approach0,0: Conjoined OLS Fit,1969,0.013603262580185311
25,approach0,0: Conjoined OLS Fit,1969,0.011153592905836108
26,approach0,0: Conjoined OLS Fit,1969,0.0206756690728049
