# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,year,k_value
0,approach0,0: Conjoined OLS Fit,1967,-0.0045698725377535145
1,approach0,0: Conjoined OLS Fit,1967,0.0019041970566660432
2,approach0,0: Conjoined OLS Fit,1967,-0.00802221751776555
3,approach0,0: Conjoined OLS Fit,1967,-0.010267468510430589
4,approach0,0: Conjoined OLS Fit,1967,-0.004641903890712673
5,approach0,0: Conjoined OLS Fit,1967,-0.006387613805157344
6,approach0,0: Conjoined OLS Fit,1967,-0.01114799877225748
7,approach0,0: Conjoined OLS Fit,1967,-0.004874360903859322
8,approach0,0: Conjoined OLS Fit,1967,-0.003618717713102078
9,approach0,0: Conjoined OLS Fit,1967,-0.004266536895146722
0,approach0,0: Conjoined OLS Fit,1968,0.0006112968168411823
1,approach0,0: Conjoined OLS Fit,1968,0.015311433747276487
2,approach0,0: Conjoined OLS Fit,1968,0.00561680827897601
3,approach0,0: Conjoined OLS Fit,1968,0.002879764577381233
4,approach0,0: Conjoined OLS Fit,1968,0.012872079395691904
5,approach0,0: Conjoined OLS Fit,1968,0.000615786418282957
6,approach0,0: Conjoined OLS Fit,1968,0.005498583277756597
7,approach0,0: Conjoined OLS Fit,1968,0.009516644237425279
8,approach0,0: Conjoined OLS Fit,1968,0.010628753162342807
9,approach0,0: Conjoined OLS Fit,1968,0.003655436846978749
0,approach0,0: Conjoined OLS Fit,1969,0.017588175639151278
1,approach0,0: Conjoined OLS Fit,1969,0.013850641028105765
2,approach0,0: Conjoined OLS Fit,1969,0.017507543492660954
3,approach0,0: Conjoined OLS Fit,1969,0.015181266411029931
4,approach0,0: Conjoined OLS Fit,1969,0.018048611113289204
5,approach0,0: Conjoined OLS Fit,1969,0.017268112768013252
6,approach0,0: Conjoined OLS Fit,1969,0.01499383270406144
7,approach0,0: Conjoined OLS Fit,1969,0.01760219887221186
8,approach0,0: Conjoined OLS Fit,1969,0.02176021745685727
9,approach0,0: Conjoined OLS Fit,1969,0.014474018148151552
0,approach0,0: Conjoined OLS Fit,1970,0.01222512315485956
1,approach0,0: Conjoined OLS Fit,1970,0.004081710409213388
2,approach0,0: Conjoined OLS Fit,1970,0.017866729863873387
3,approach0,0: Conjoined OLS Fit,1970,0.017210115047767816
4,approach0,0: Conjoined OLS Fit,1970,0.02279187068966343
5,approach0,0: Conjoined OLS Fit,1970,0.022239864919469624
6,approach0,0: Conjoined OLS Fit,1970,0.009973227501812516
7,approach0,0: Conjoined OLS Fit,1970,0.021519598572922127
8,approach0,0: Conjoined OLS Fit,1970,0.016307915331678143
9,approach0,0: Conjoined OLS Fit,1970,0.022422005134731332
0,approach0,0: Conjoined OLS Fit,1971,0.009246800037053568
1,approach0,0: Conjoined OLS Fit,1971,-0.005997689380392558
2,approach0,0: Conjoined OLS Fit,1971,0.008176704409789876
3,approach0,0: Conjoined OLS Fit,1971,0.007569759974209944
4,approach0,0: Conjoined OLS Fit,1971,0.008612204275538382
5,approach0,0: Conjoined OLS Fit,1971,0.00503682177033353
6,approach0,0: Conjoined OLS Fit,1971,0.009513888503814568
7,approach0,0: Conjoined OLS Fit,1971,0.001530612449871769
8,approach0,0: Conjoined OLS Fit,1971,0.001795317253790018
9,approach0,0: Conjoined OLS Fit,1971,0.0012057304810242642
0,approach0,0: Conjoined OLS Fit,1972,0.006391241093620242
1,approach0,0: Conjoined OLS Fit,1972,0.0014601238468307381
2,approach0,0: Conjoined OLS Fit,1972,0.009141672031591885
3,approach0,0: Conjoined OLS Fit,1972,0.004937059313835007
4,approach0,0: Conjoined OLS Fit,1972,0.0030550319705934803
5,approach0,0: Conjoined OLS Fit,1972,0.0036359198951772115
6,approach0,0: Conjoined OLS Fit,1972,0.01044877192033157
7,approach0,0: Conjoined OLS Fit,1972,-0.0005710105876940985
8,approach0,0: Conjoined OLS Fit,1972,0.0014511645959378802
9,approach0,0: Conjoined OLS Fit,1972,-0.001127206904714767
0,approach0,0: Conjoined OLS Fit,1973,0.014215692917353799
1,approach0,0: Conjoined OLS Fit,1973,0.018454958889730855
2,approach0,0: Conjoined OLS Fit,1973,0.00871347429821763
3,approach0,0: Conjoined OLS Fit,1973,0.012052796426205603
4,approach0,0: Conjoined OLS Fit,1973,0.004509965259927057
5,approach0,0: Conjoined OLS Fit,1973,0.013585381392590398
6,approach0,0: Conjoined OLS Fit,1973,0.01208732906644968
7,approach0,0: Conjoined OLS Fit,1973,0.004141551306875791
8,approach0,0: Conjoined OLS Fit,1973,0.008360848360698437
9,approach0,0: Conjoined OLS Fit,1973,0.012231181478634306
0,approach0,0: Conjoined OLS Fit,1974,-0.005833976655158592
1,approach0,0: Conjoined OLS Fit,1974,-0.0019386564914201793
2,approach0,0: Conjoined OLS Fit,1974,-0.006085133183528768
3,approach0,0: Conjoined OLS Fit,1974,0.0024003281715816727
4,approach0,0: Conjoined OLS Fit,1974,-0.004278667059086028
5,approach0,0: Conjoined OLS Fit,1974,-0.0028273746016978657
6,approach0,0: Conjoined OLS Fit,1974,-0.0031211973128902892
7,approach0,0: Conjoined OLS Fit,1974,-0.00029643155498165763
8,approach0,0: Conjoined OLS Fit,1974,0.005668462871014416
9,approach0,0: Conjoined OLS Fit,1974,-0.005834482532113688
0,approach0,0: Conjoined OLS Fit,1975,-0.031357828446171084
1,approach0,0: Conjoined OLS Fit,1975,-0.03330661875826546
2,approach0,0: Conjoined OLS Fit,1975,-0.033754636807535404
3,approach0,0: Conjoined OLS Fit,1975,-0.017104792422664716
4,approach0,0: Conjoined OLS Fit,1975,-0.03386761498459134
5,approach0,0: Conjoined OLS Fit,1975,-0.02934144653215419
6,approach0,0: Conjoined OLS Fit,1975,-0.03069516631177434
7,approach0,0: Conjoined OLS Fit,1975,-0.03290629496120527
8,approach0,0: Conjoined OLS Fit,1975,-0.023642529305721145
9,approach0,0: Conjoined OLS Fit,1975,-0.020728413587704747
0,approach0,0: Conjoined OLS Fit,1976,0.012946666529537958
1,approach0,0: Conjoined OLS Fit,1976,0.010941122935061252
2,approach0,0: Conjoined OLS Fit,1976,0.0025823505910913397
3,approach0,0: Conjoined OLS Fit,1976,0.014699349514651294
4,approach0,0: Conjoined OLS Fit,1976,-0.000555284570601014
5,approach0,0: Conjoined OLS Fit,1976,0.012570759322011474
6,approach0,0: Conjoined OLS Fit,1976,0.0017720409728399084
7,approach0,0: Conjoined OLS Fit,1976,0.0055761720574708865
8,approach0,0: Conjoined OLS Fit,1976,0.014995159217998346
9,approach0,0: Conjoined OLS Fit,1976,0.011521945802531519
0,approach0,0: Conjoined OLS Fit,1977,0.0008516939726789588
1,approach0,0: Conjoined OLS Fit,1977,0.0031421501015307454
2,approach0,0: Conjoined OLS Fit,1977,-0.0019680510330771644
3,approach0,0: Conjoined OLS Fit,1977,0.0014562693444051533
4,approach0,0: Conjoined OLS Fit,1977,0.005561628322194076
5,approach0,0: Conjoined OLS Fit,1977,-0.007238544181514636
6,approach0,0: Conjoined OLS Fit,1977,0.007715228522793917
7,approach0,0: Conjoined OLS Fit,1977,-0.0055023372180659225
8,approach0,0: Conjoined OLS Fit,1977,-0.009222444452879737
9,approach0,0: Conjoined OLS Fit,1977,-0.0008708728766599616
0,approach0,0: Conjoined OLS Fit,1978,0.0062338357740407205
1,approach0,0: Conjoined OLS Fit,1978,0.006075142833497867
2,approach0,0: Conjoined OLS Fit,1978,-0.004479502139873484
3,approach0,0: Conjoined OLS Fit,1978,-0.002140998907719377
4,approach0,0: Conjoined OLS Fit,1978,0.006486236755575317
5,approach0,0: Conjoined OLS Fit,1978,0.006906046283554429
6,approach0,0: Conjoined OLS Fit,1978,0.007896745117853776
7,approach0,0: Conjoined OLS Fit,1978,-0.0003094031744431281
8,approach0,0: Conjoined OLS Fit,1978,-0.0005747379656438345
9,approach0,0: Conjoined OLS Fit,1978,0.006777680657553964
0,approach0,0: Conjoined OLS Fit,1979,-0.007964131361785497
1,approach0,0: Conjoined OLS Fit,1979,-0.006931443759665631
2,approach0,0: Conjoined OLS Fit,1979,-0.004196575230059632
3,approach0,0: Conjoined OLS Fit,1979,-0.005522418860748529
4,approach0,0: Conjoined OLS Fit,1979,-0.00041926053181162715
5,approach0,0: Conjoined OLS Fit,1979,-0.009942197761402843
6,approach0,0: Conjoined OLS Fit,1979,0.0031219077417614996
7,approach0,0: Conjoined OLS Fit,1979,0.001781744215974157
8,approach0,0: Conjoined OLS Fit,1979,-0.01207037820637056
9,approach0,0: Conjoined OLS Fit,1979,-0.0011724805296917107
0,approach0,0: Conjoined OLS Fit,1980,-0.010367747662171044
1,approach0,0: Conjoined OLS Fit,1980,-0.004598857050902502
2,approach0,0: Conjoined OLS Fit,1980,-0.005814103588463543
3,approach0,0: Conjoined OLS Fit,1980,-0.008277131569596696
4,approach0,0: Conjoined OLS Fit,1980,-0.0028642742016616596
5,approach0,0: Conjoined OLS Fit,1980,-0.006540799492653959
6,approach0,0: Conjoined OLS Fit,1980,-0.014704505357340483
7,approach0,0: Conjoined OLS Fit,1980,-0.006879845758550029
8,approach0,0: Conjoined OLS Fit,1980,-0.013948367625495589
9,approach0,0: Conjoined OLS Fit,1980,-0.005791732891884949
0,approach0,0: Conjoined OLS Fit,1981,-0.015292211974303555
1,approach0,0: Conjoined OLS Fit,1981,-0.01404315263450473
2,approach0,0: Conjoined OLS Fit,1981,-0.016272485122156927
3,approach0,0: Conjoined OLS Fit,1981,-0.02158093617505835
4,approach0,0: Conjoined OLS Fit,1981,-0.014114728702844706
5,approach0,0: Conjoined OLS Fit,1981,-0.013904616307513759
6,approach0,0: Conjoined OLS Fit,1981,-0.017113039553561797
7,approach0,0: Conjoined OLS Fit,1981,-0.01600153999331493
8,approach0,0: Conjoined OLS Fit,1981,-0.020065435609401397
9,approach0,0: Conjoined OLS Fit,1981,-0.01920132984798653
0,approach0,0: Conjoined OLS Fit,1982,-0.023023467015104
1,approach0,0: Conjoined OLS Fit,1982,-0.023354303367443388
2,approach0,0: Conjoined OLS Fit,1982,-0.02953834218335366
3,approach0,0: Conjoined OLS Fit,1982,-0.02836667170443019
4,approach0,0: Conjoined OLS Fit,1982,-0.028932418957301753
5,approach0,0: Conjoined OLS Fit,1982,-0.0247090640905525
6,approach0,0: Conjoined OLS Fit,1982,-0.031799541310556276
7,approach0,0: Conjoined OLS Fit,1982,-0.024717260130169533
8,approach0,0: Conjoined OLS Fit,1982,-0.025600918547167992
9,approach0,0: Conjoined OLS Fit,1982,-0.021800291861228588
0,approach0,0: Conjoined OLS Fit,1983,-0.02523361538876017
1,approach0,0: Conjoined OLS Fit,1983,-0.02271141892949411
2,approach0,0: Conjoined OLS Fit,1983,-0.021488007811664045
3,approach0,0: Conjoined OLS Fit,1983,-0.026827420218221876
4,approach0,0: Conjoined OLS Fit,1983,-0.02628195325025405
5,approach0,0: Conjoined OLS Fit,1983,-0.02391555312842847
6,approach0,0: Conjoined OLS Fit,1983,-0.026279079260224034
7,approach0,0: Conjoined OLS Fit,1983,-0.021095166101943313
8,approach0,0: Conjoined OLS Fit,1983,-0.03279732503308327
9,approach0,0: Conjoined OLS Fit,1983,-0.019704391998608906
0,approach0,0: Conjoined OLS Fit,1984,-0.005665782345543963
1,approach0,0: Conjoined OLS Fit,1984,-0.0072591964032543005
2,approach0,0: Conjoined OLS Fit,1984,-0.001828058995064205
3,approach0,0: Conjoined OLS Fit,1984,-0.007401499113609072
4,approach0,0: Conjoined OLS Fit,1984,-0.011671369812371643
5,approach0,0: Conjoined OLS Fit,1984,-0.008090157126139919
6,approach0,0: Conjoined OLS Fit,1984,1.6936282158860894e-05
7,approach0,0: Conjoined OLS Fit,1984,-0.00808911450119221
8,approach0,0: Conjoined OLS Fit,1984,-0.01515327312556073
9,approach0,0: Conjoined OLS Fit,1984,-0.009278110498569136
0,approach0,0: Conjoined OLS Fit,1985,-0.015959441130784638
1,approach0,0: Conjoined OLS Fit,1985,-0.008992692117779547
2,approach0,0: Conjoined OLS Fit,1985,-0.012805672275480476
3,approach0,0: Conjoined OLS Fit,1985,-0.016776359759876236
4,approach0,0: Conjoined OLS Fit,1985,-0.0091668695196684
5,approach0,0: Conjoined OLS Fit,1985,-0.021890955506562143
6,approach0,0: Conjoined OLS Fit,1985,-0.0052678222464546814
7,approach0,0: Conjoined OLS Fit,1985,-0.010378267405725075
8,approach0,0: Conjoined OLS Fit,1985,-0.0139561738567354
9,approach0,0: Conjoined OLS Fit,1985,-0.011653195217560225
0,approach0,0: Conjoined OLS Fit,1986,-0.002276227600175741
1,approach0,0: Conjoined OLS Fit,1986,-0.014636048785776741
2,approach0,0: Conjoined OLS Fit,1986,-0.012750498121282913
3,approach0,0: Conjoined OLS Fit,1986,-0.0131073161317663
4,approach0,0: Conjoined OLS Fit,1986,-0.009624667443954071
5,approach0,0: Conjoined OLS Fit,1986,-0.009780657681886601
6,approach0,0: Conjoined OLS Fit,1986,-0.008037346523955678
7,approach0,0: Conjoined OLS Fit,1986,-0.012489131355635459
8,approach0,0: Conjoined OLS Fit,1986,-0.015175916598289506
9,approach0,0: Conjoined OLS Fit,1986,-0.0070988112247211965
0,approach0,0: Conjoined OLS Fit,1987,0.00012962368906524468
1,approach0,0: Conjoined OLS Fit,1987,-0.013608147906115801
2,approach0,0: Conjoined OLS Fit,1987,-0.007486854379096172
3,approach0,0: Conjoined OLS Fit,1987,-0.008857943973626325
4,approach0,0: Conjoined OLS Fit,1987,-0.008845418423568174
5,approach0,0: Conjoined OLS Fit,1987,-0.006289547015367297
6,approach0,0: Conjoined OLS Fit,1987,-0.008390315991498198
7,approach0,0: Conjoined OLS Fit,1987,-0.009968751384782832
8,approach0,0: Conjoined OLS Fit,1987,-0.014802537794923347
9,approach0,0: Conjoined OLS Fit,1987,-0.009249997705013363
0,approach0,0: Conjoined OLS Fit,1988,-9.057742297073623e-05
1,approach0,0: Conjoined OLS Fit,1988,-0.003002578832887237
2,approach0,0: Conjoined OLS Fit,1988,-0.0026256399219514587
3,approach0,0: Conjoined OLS Fit,1988,-0.008827416701821217
4,approach0,0: Conjoined OLS Fit,1988,-0.01414559283217412
5,approach0,0: Conjoined OLS Fit,1988,-0.009434342648720534
6,approach0,0: Conjoined OLS Fit,1988,-0.007454603455666689
7,approach0,0: Conjoined OLS Fit,1988,-0.0015963723247105926
8,approach0,0: Conjoined OLS Fit,1988,0.008312515597305975
9,approach0,0: Conjoined OLS Fit,1988,-0.006461280671657382
0,approach0,0: Conjoined OLS Fit,1989,-0.006174939984433421
1,approach0,0: Conjoined OLS Fit,1989,-0.016920307268237317
2,approach0,0: Conjoined OLS Fit,1989,-0.013172518205562353
3,approach0,0: Conjoined OLS Fit,1989,-0.0183941599696546
4,approach0,0: Conjoined OLS Fit,1989,-0.01623093532503188
5,approach0,0: Conjoined OLS Fit,1989,-0.01711725099694164
6,approach0,0: Conjoined OLS Fit,1989,-0.014665872442932805
7,approach0,0: Conjoined OLS Fit,1989,-0.01626789815360713
8,approach0,0: Conjoined OLS Fit,1989,-0.007353716952236848
9,approach0,0: Conjoined OLS Fit,1989,-0.01602717183822519
0,approach0,0: Conjoined OLS Fit,1990,-0.028213798835312366
1,approach0,0: Conjoined OLS Fit,1990,-0.022578733303249277
2,approach0,0: Conjoined OLS Fit,1990,-0.02709334872702833
3,approach0,0: Conjoined OLS Fit,1990,-0.030307391853425097
4,approach0,0: Conjoined OLS Fit,1990,-0.03365354240240172
5,approach0,0: Conjoined OLS Fit,1990,-0.03506548200284351
6,approach0,0: Conjoined OLS Fit,1990,-0.0213281375914183
7,approach0,0: Conjoined OLS Fit,1990,-0.02729940998525099
8,approach0,0: Conjoined OLS Fit,1990,-0.016863206843352574
9,approach0,0: Conjoined OLS Fit,1990,-0.031595123626510596
0,approach0,0: Conjoined OLS Fit,1991,-0.035423868949026244
1,approach0,0: Conjoined OLS Fit,1991,-0.02784359962527557
2,approach0,0: Conjoined OLS Fit,1991,-0.03068490657779234
3,approach0,0: Conjoined OLS Fit,1991,-0.03815023865472364
4,approach0,0: Conjoined OLS Fit,1991,-0.02380687975983102
5,approach0,0: Conjoined OLS Fit,1991,-0.040438049895602846
6,approach0,0: Conjoined OLS Fit,1991,-0.04528070684727563
7,approach0,0: Conjoined OLS Fit,1991,-0.03637751092628216
8,approach0,0: Conjoined OLS Fit,1991,-0.01636735185744434
9,approach0,0: Conjoined OLS Fit,1991,-0.0507169307965081
0,approach0,0: Conjoined OLS Fit,1992,-0.034725499984489955
1,approach0,0: Conjoined OLS Fit,1992,-0.0263825834967368
2,approach0,0: Conjoined OLS Fit,1992,-0.02600312995197214
3,approach0,0: Conjoined OLS Fit,1992,-0.03600447296482795
4,approach0,0: Conjoined OLS Fit,1992,-0.03251885266265907
5,approach0,0: Conjoined OLS Fit,1992,-0.024980148917768077
6,approach0,0: Conjoined OLS Fit,1992,-0.0449628824292118
7,approach0,0: Conjoined OLS Fit,1992,-0.02685393479204036
8,approach0,0: Conjoined OLS Fit,1992,-0.03880032957473292
9,approach0,0: Conjoined OLS Fit,1992,-0.043462490471906756
0,approach0,0: Conjoined OLS Fit,1993,-0.018262454676654598
1,approach0,0: Conjoined OLS Fit,1993,-0.017235725705276976
2,approach0,0: Conjoined OLS Fit,1993,-0.014770842539710463
3,approach0,0: Conjoined OLS Fit,1993,-0.01895350194803916
4,approach0,0: Conjoined OLS Fit,1993,-0.020963461984081402
5,approach0,0: Conjoined OLS Fit,1993,-0.024055783895912425
6,approach0,0: Conjoined OLS Fit,1993,-0.032502890542170634
7,approach0,0: Conjoined OLS Fit,1993,-0.02043607106961972
8,approach0,0: Conjoined OLS Fit,1993,-0.029538057846124323
9,approach0,0: Conjoined OLS Fit,1993,-0.035443424885030494
0,approach0,0: Conjoined OLS Fit,1994,-0.007135463463301829
1,approach0,0: Conjoined OLS Fit,1994,-0.013217154597956235
2,approach0,0: Conjoined OLS Fit,1994,-0.0016119879232914386
3,approach0,0: Conjoined OLS Fit,1994,-0.012695896852216004
4,approach0,0: Conjoined OLS Fit,1994,-0.013895997698243942
5,approach0,0: Conjoined OLS Fit,1994,-0.006478449615376178
6,approach0,0: Conjoined OLS Fit,1994,-0.006914553393542806
7,approach0,0: Conjoined OLS Fit,1994,-0.014556899041569437
8,approach0,0: Conjoined OLS Fit,1994,-0.007039636603583539
9,approach0,0: Conjoined OLS Fit,1994,-0.017362160798472942
0,approach0,0: Conjoined OLS Fit,1995,0.014862240669297679
1,approach0,0: Conjoined OLS Fit,1995,0.007985376445733425
2,approach0,0: Conjoined OLS Fit,1995,0.01592724719663338
3,approach0,0: Conjoined OLS Fit,1995,0.007937966415427489
4,approach0,0: Conjoined OLS Fit,1995,0.02150744294698112
5,approach0,0: Conjoined OLS Fit,1995,0.01748890010435311
6,approach0,0: Conjoined OLS Fit,1995,0.004122534728433314
7,approach0,0: Conjoined OLS Fit,1995,0.01862882216300336
8,approach0,0: Conjoined OLS Fit,1995,0.014766061804684483
9,approach0,0: Conjoined OLS Fit,1995,0.019598121139341534
0,approach0,0: Conjoined OLS Fit,1996,0.00828995977059059
1,approach0,0: Conjoined OLS Fit,1996,0.011800710863589706
2,approach0,0: Conjoined OLS Fit,1996,0.018964111369558043
3,approach0,0: Conjoined OLS Fit,1996,0.018361690475371728
4,approach0,0: Conjoined OLS Fit,1996,0.019907082304653566
5,approach0,0: Conjoined OLS Fit,1996,0.017176294121450053
6,approach0,0: Conjoined OLS Fit,1996,0.020442858963708233
7,approach0,0: Conjoined OLS Fit,1996,0.024338393665210744
8,approach0,0: Conjoined OLS Fit,1996,0.018354678688279273
9,approach0,0: Conjoined OLS Fit,1996,0.026457076298637833
0,approach0,0: Conjoined OLS Fit,1997,0.019900626667720557
1,approach0,0: Conjoined OLS Fit,1997,0.01755636192484531
2,approach0,0: Conjoined OLS Fit,1997,0.017842162818082943
3,approach0,0: Conjoined OLS Fit,1997,0.023621273910307855
4,approach0,0: Conjoined OLS Fit,1997,0.02737305276823479
5,approach0,0: Conjoined OLS Fit,1997,0.019418234486044753
6,approach0,0: Conjoined OLS Fit,1997,0.030629090877644087
7,approach0,0: Conjoined OLS Fit,1997,0.022331464253375788
8,approach0,0: Conjoined OLS Fit,1997,0.02792991220653059
9,approach0,0: Conjoined OLS Fit,1997,0.019676823262496868
0,approach0,0: Conjoined OLS Fit,1998,0.0055706474843302475
1,approach0,0: Conjoined OLS Fit,1998,0.009830474685865488
2,approach0,0: Conjoined OLS Fit,1998,0.006489519032234103
3,approach0,0: Conjoined OLS Fit,1998,0.00962801607003945
4,approach0,0: Conjoined OLS Fit,1998,0.014580006839659543
5,approach0,0: Conjoined OLS Fit,1998,0.0102411565102703
6,approach0,0: Conjoined OLS Fit,1998,0.015915807699259862
7,approach0,0: Conjoined OLS Fit,1998,0.012968687992168066
8,approach0,0: Conjoined OLS Fit,1998,0.003529616620604935
9,approach0,0: Conjoined OLS Fit,1998,0.01368647562111136
0,approach0,0: Conjoined OLS Fit,1999,0.004880571330435242
1,approach0,0: Conjoined OLS Fit,1999,0.010017092289232442
2,approach0,0: Conjoined OLS Fit,1999,0.0024734955528056546
3,approach0,0: Conjoined OLS Fit,1999,0.005727130945911346
4,approach0,0: Conjoined OLS Fit,1999,0.006211353378676662
5,approach0,0: Conjoined OLS Fit,1999,0.0016315659779424369
6,approach0,0: Conjoined OLS Fit,1999,0.0073112745599174245
7,approach0,0: Conjoined OLS Fit,1999,0.005706834156087899
8,approach0,0: Conjoined OLS Fit,1999,0.009195609715870814
9,approach0,0: Conjoined OLS Fit,1999,0.009472007079791761
0,approach0,0: Conjoined OLS Fit,2000,0.0194324618798995
1,approach0,0: Conjoined OLS Fit,2000,0.024267168785658832
2,approach0,0: Conjoined OLS Fit,2000,0.015906132878443308
3,approach0,0: Conjoined OLS Fit,2000,0.019418280353619713
4,approach0,0: Conjoined OLS Fit,2000,0.014005753375955575
5,approach0,0: Conjoined OLS Fit,2000,0.021928610473629553
6,approach0,0: Conjoined OLS Fit,2000,0.022161772315412148
7,approach0,0: Conjoined OLS Fit,2000,0.019761248489798384
8,approach0,0: Conjoined OLS Fit,2000,0.019836929668860415
9,approach0,0: Conjoined OLS Fit,2000,0.018765176059952426
0,approach0,0: Conjoined OLS Fit,2001,0.01923891553527745
1,approach0,0: Conjoined OLS Fit,2001,0.018608358415804126
2,approach0,0: Conjoined OLS Fit,2001,0.010856467244626286
3,approach0,0: Conjoined OLS Fit,2001,0.01563707648214302
4,approach0,0: Conjoined OLS Fit,2001,0.011231842886503321
5,approach0,0: Conjoined OLS Fit,2001,0.012069185787762296
6,approach0,0: Conjoined OLS Fit,2001,0.022419383326046854
7,approach0,0: Conjoined OLS Fit,2001,0.014965425972595382
8,approach0,0: Conjoined OLS Fit,2001,0.013787553780798753
9,approach0,0: Conjoined OLS Fit,2001,0.018386947130931447
0,approach0,0: Conjoined OLS Fit,2002,0.019737603802982395
1,approach0,0: Conjoined OLS Fit,2002,0.013217689778829277
2,approach0,0: Conjoined OLS Fit,2002,0.01617707136661571
3,approach0,0: Conjoined OLS Fit,2002,0.018041192842744275
4,approach0,0: Conjoined OLS Fit,2002,0.018258443094051648
5,approach0,0: Conjoined OLS Fit,2002,0.025970251187776336
6,approach0,0: Conjoined OLS Fit,2002,0.020386747876147027
7,approach0,0: Conjoined OLS Fit,2002,0.014674668960344072
8,approach0,0: Conjoined OLS Fit,2002,0.01864537276256134
9,approach0,0: Conjoined OLS Fit,2002,0.022148573745892575
0,approach0,0: Conjoined OLS Fit,2003,0.013215065188354497
1,approach0,0: Conjoined OLS Fit,2003,0.018863371062976544
2,approach0,0: Conjoined OLS Fit,2003,0.02205736332347856
3,approach0,0: Conjoined OLS Fit,2003,0.01773309056354433
4,approach0,0: Conjoined OLS Fit,2003,0.013897202428359096
5,approach0,0: Conjoined OLS Fit,2003,0.01912474544035292
